,playerName,ballSkill,defence,mental,passing,physical,shooting,goalkeeper
0,Lionel Messi,96.5,22.33333333333333,74.5,84.0,80.42857142857143,85.25,10.8
1,Cristiano Ronaldo,92.0,25.33333333333333,77.16666666666667,81.66666666666667,85.57142857142857,87.25,11.6
2,Neymar,95.5,26.0,74.16666666666667,77.33333333333333,79.14285714285714,79.75,11.8
3,Luis Suárez,88.5,37.66666666666666,80.33333333333333,74.66666666666667,81.42857142857143,85.875,30.6
4,Manuel Neuer,39.0,10.333333333333334,49.333333333333336,43.0,57.85714285714285,20.25,91.2
5,De Gea,30.0,15.666666666666666,50.333333333333336,39.333333333333336,55.57142857142857,21.25,88.6
6,Kevin De Bruyne,88.0,49.66666666666666,81.16666666666667,90.0,77.28571428571429,80.125,11.2
7,Robert Lewandowski,87.0,28.666666666666668,77.66666666666667,70.66666666666667,80.42857142857143,85.75,10.2
8,Eden Hazard,93.5,24.666666666666668,74.5,84.33333333333333,82.0,78.875,9.0
9,Toni Kroos,84.0,72.66666666666667,80.33333333333333,89.33333333333333,65.14285714285714,78.875,10.2
10,Mats Hummels,74.5,90.33333333333331,79.5,77.0,67.42857142857143,64.0,8.4
11,Gonzalo Higuaín,84.5,17.333333333333332,68.33333333333333,67.33333333333333,76.85714285714286,80.125,7.8
12,Sergio Ramos,72.5,88.33333333333333,75.66666666666667,72.0,78.42857142857143,69.875,9.2
13,Paulo Dybala,92.5,18.0,69.66666666666667,81.33333333333333,81.57142857142857,84.0,5.2
14,Jan Oblak,14.0,14.666666666666666,43.16666666666666,22.666666666666668,59.142857142857146,13.875,85.6
15,Thibaut Courtois,18.0,15.0,37.833333333333336,27.33333333333333,54.285714285714285,19.75,84.4
16,Luka Modrić,89.0,73.0,80.16666666666667,84.66666666666667,77.14285714285714,73.875,10.4
17,David Silva,89.0,35.333333333333336,76.16666666666667,85.33333333333333,74.42857142857143,72.75,1.0
18,Sergio Agüero,89.0,15.0,73.33333333333333,71.33333333333333,83.28571428571429,82.25,11.8
19,Giorgio Chiellini,57.5,91.33333333333331,70.33333333333333,58.66666666666666,73.85714285714286,53.75,3.0
20,Gianluigi Buffon,27.0,10.666666666666666,46.333333333333336,28.33333333333333,54.142857142857146,19.0,85.0
21,N'Golo Kanté,79.0,83.0,83.83333333333333,78.0,83.71428571428571,58.375,10.8
22,Harry Kane,82.0,38.333333333333336,77.0,78.0,75.28571428571429,81.625,10.8
23,Paul Pogba,88.0,67.33333333333333,81.66666666666667,85.0,79.85714285714286,80.875,4.0
24,Antoine Griezmann,86.5,30.0,74.66666666666667,79.33333333333333,81.71428571428571,81.875,12.6
25,Christian Eriksen,86.5,39.333333333333336,74.66666666666667,87.66666666666667,73.71428571428571,77.125,8.6
26,Thiago,91.0,59.333333333333336,78.5,84.33333333333333,75.85714285714286,76.375,9.2
27,Alexis Sánchez,88.5,36.333333333333336,78.33333333333333,77.66666666666667,84.85714285714286,79.625,12.0
28,Diego Godín,64.5,87.33333333333333,73.83333333333333,68.0,70.14285714285714,55.125,9.8
29,Edinson Cavani,81.0,32.0,79.5,66.0,78.28571428571429,82.625,10.6
30,Gareth Bale,86.0,52.66666666666666,76.5,83.66666666666667,81.71428571428571,85.125,10.4
31,Hugo Lloris,22.0,13.333333333333334,40.5,37.66666666666666,56.285714285714285,16.125,82.6
